YX,R
ZX,U
XX,N
XX,N
XX,N
XX,D
ZX,L
YX,R
ZX,N
ZX,L
YX,R
ZX,L
YX,R
ZX,U
XX,N
XX,D
ZX,L
YX,R
ZX,U
XX,D
ZX,U
XX,D
ZX,U
XX,D
ZZ,N
ZZ,N
ZZ,N
ZZ,L
YZ,R
ZZ,N
ZZ,U
XZ,L
WX,N
WX,D
YX,R
ZX,L
YX,N
YX,N
YX,N
YX,N
YX,R
ZX,L
YX,N
YX,N
YX,N
YX,N
YX,N
YW,U
WW,R
XW,N
XW,L
WW,R
XW,L
WW,D
YW,N
YW,U
WW,D
YX,N
YX,N
YX,U
WX,N
WX,R
XX,D
ZX,U
XX,D
ZZ,L
YZ,U
WZ,R
XZ,D
ZZ,L
YZ,R
ZZ,U
XZ,D
ZY,N
ZY,U
XY,L
WY,R
XY,D
ZY,N
ZZ,L
YZ,N
YZ,U
WZ,R
XZ,N
XZ,N
XZ,N
XZ,L
WZ,R
XX,L
WX,R
XX,D
ZX,L
YX,N
YX,N
YX,U
WX,N
WX,R
XX,L
WX,R
XX,N
XX,D
ZX,N
ZX,U
XW,D
ZW,U
XW,L
WW,N
WW,N
WW,D
YW,N
YW,U
WW,N
WW,N
WW,N
WW,N
WW,D
YW,R
ZW,U
XW,N
XW,L
WW,N
WW,N
WW,R
XW,D
ZW,N
ZW,N
ZW,L
YW,R
ZW,U
XW,D
ZW,L
YW,U
WW,D
YW,N
YW,R
ZW,N
ZW,L
YW,U
WW,N
WW,D
YW,N
YW,R
ZW,N
ZW,U
XW,N
XW,N
XW,N
XW,D
ZW,U
XW,D
ZW,U
XX,N
XX,N
XX,L
WX,N
WX,R
XX,N
XX,D
ZX,U
XX,L
WX,R
XX,N
XZ,N
XZ,N
XZ,N
XZ,N
XX,N
XX,N
XX,D
ZX,U
XX,L
WX,R
XX,D
ZW,N
ZW,L
YW,R
ZW,U
XW,D
ZW,L
YW,N
YW,U
WW,R
XW,L
WW,D
YW,R
ZW,L
YW,R
ZW,L
YW,U
WW,R
XW,N
XW,D
ZW,U
XW,L
WW,R
XW,N
XW,L
WW,R
XW,L
WW,D
YW,N
YW,U
WW,R
XW,L
WW,D
YY,N
YY,N
YY,N
YY,N
YY,N
YY,N
YY,R
ZY,U
XY,D
ZY,U
XY,D
ZY,U
XY,L
WW,D
YW,U
WW,D
YW,R
ZW,L
YW,R
ZW,U
XY,L
WY,D
YY,U
WY,D
YW,R
ZW,U
XW,L
WW,R
XW,L
WW,R
XW,L
WW,R
XW,D
ZY,U
XY,D
ZY,N
ZY,N
ZY,L
YW,U
WX,D
YX,R
ZX,L
YX,N
YX,U
WZ,N
WZ,R
XZ,L
WZ,D
YY,R
ZY,L
YY,U
WY,D
YY,N
YZ,N
YZ,N
YZ,N
YZ,U
WZ,R
XY,L
WY,R
XY,D
ZY,U
XY,D
ZY,N
ZY,N
ZY,U
XY,N
XY,D
ZY,L
YW,R
ZX,U
XX,L
WX,N
WX,D
YX,R
ZX,L
YX,R
ZX,N
ZX,L
YW,U
WW,D
YW,R
ZW,L
YW,N
YW,U
WW,D
YW,R
ZW,L
YW,U
WW,N
WW,R
XW,N
XW,D
ZW,N
ZY,L
YY,R
ZY,L
YY,N
YY,R
ZY,L
YY,N
YW,U
WW,D
YW,R
ZY,U
XY,L
WY,D
YY,N
YW,R
ZW,N
ZW,U
XW,N
XW,L
WW,R
XW,D
ZW,U
XW,D
ZW,N
ZW,U
XW,N
XX,L
WX,R
XX,D
ZX,L
YZ,U
WZ,R
XZ,N
XZ,L
WZ,R
XZ,N
XZ,L
WZ,D
YZ,U
WZ,D
YZ,R
ZY,L
YY,U
WY,D
YY,N
YY,R
ZY,U
XY,N
XY,N
XY,L
WY,N
WY,N
WY,D
YY,U
WY,R
XY,L
WZ,R
XX,L
WX,R
XX,N
XX,N
XX,N
XX,N
XX,N
XX,N
XX,N
XX,N
XX,D
ZX,N
ZX,L
YX,U
WX,R
XX,D
ZX,L
YX,U
WX,N
WX,N
WX,R
XX,D
ZX,N
ZX,U
XX,L
WX,D
YX,N
YX,U
WX,N
WX,N
WX,N
WX,N
WX,N
WX,N
WX,N
WX,N
WX,R
XX,D
ZX,L
YX,N
YZ,U
WZ,N
WX,R
XX,N
XX,L
WX,N
WX,N
WX,D
YX,N
YX,R
ZX,N
ZX,L
YX,N
YX,U
WX,R
XX,N
XX,L
WX,N
WX,D
YX,U
WX,D
YX,U
WX,R
XX,L
WX,R
XW,N
XW,L
WW,R
XW,N
XY,D
ZY,L
YY,U
WY,R
XY,L
WY,R
XY,L
WY,R
XY,D
ZZ,L
YZ,N
YZ,N
YZ,R
ZZ,L
YZ,U
WZ,N
WX,R
XX,D
ZX,N
ZX,L
YX,N
YX,R
ZX,L
YX,N
YZ,N
YZ,N
YZ,N
YZ,U
WZ,N
WZ,R
XZ,D
ZY,U
XY,D
ZY,U
XY,L
WY,D
YY,R
ZY,U
XY,N
XY,L
WY,N
WY,N
WY,D
YY,R
ZY,U
XY,N
XY,D
ZY,L
YY,N
YY,N
YY,N
YY,N
YY,U
WZ,R
XZ,N
XZ,D
ZZ,L
YZ,R
ZY,L
YY,R
ZY,L
YY,R
ZY,N
ZZ,N
ZZ,U
XZ,D
ZZ,U
XZ,L
WZ,D
YZ,N
YZ,N
YZ,U
WZ,N
WZ,R
XZ,D
ZZ,U
XZ,N
XZ,D
ZZ,L
YZ,N
YZ,U
WZ,R
XZ,L
WZ,R
XZ,L
WZ,D
YZ,R
ZZ,N
ZZ,N
ZZ,L
YZ,N
YZ,N
YZ,R
ZZ,N
ZZ,U
XZ,D
ZZ,U
XZ,N
XZ,L
WZ,D
YZ,R
ZZ,N
ZZ,N
ZZ,N
ZZ,N
ZZ,N
ZZ,L
YZ,N
YZ,R
ZZ,L
YY,R
ZY,N
ZY,U
XY,L
WW,R
XW,L
WW,N
WW,D
YW,U
WX,D
YX,U
WZ,R
XZ,L
WZ,N
WZ,R
XZ,D
ZZ,L
YZ,U
WZ,R
XZ,N
XZ,N
XX,D
ZX,U
XX,L
WX,D
YZ,N
YZ,N
YZ,U
WZ,D
YZ,N
YZ,N
YZ,N
YZ,N
YZ,U
WZ,R
XZ,D
ZZ,U
XZ,D
ZZ,L
YZ,U
WZ,R
XZ,D
ZZ,L
YZ,N
YZ,R
ZZ,N
ZZ,L
YZ,U
WZ,R
XX,N
XX,D
ZX,L
YX,U
WX,N
WX,R
XX,L
WX,N
WX,N
WX,N
WX,N
WX,D
YX,U
WX,N
WX,R
XX,D
ZW,N
ZW,N
ZW,L
YW,R
ZX,L
YX,R
ZX,L
YX,N
YX,U
WX,D
YX,R
ZX,U
XX,D
ZX,L
YW,U
WW,N
WY,R
XY,L
WY,N
WY,D
YY,R
ZY,L
YY,N
YY,N
YW,U
WW,R
XW,N
XW,L
WW,N
WW,N
WW,R
XW,L
WW,N
WW,D
YW,U
WX,R
XX,D
ZZ,L
YZ,R
ZZ,L
YZ,U
WZ,N
WZ,N
WZ,R
XZ,N
XZ,L
WZ,N
WZ,R
XZ,L
WZ,R
XZ,L
WZ,R
XZ,N
XY,N
XY,L
WY,R
XY,N
XY,D
ZY,L
YY,U
WY,N
WY,D
YY,U
WY,D
YY,U
WZ,N
WX,D
YX,U
WX,D
YX,N
YX,N
YX,N
YX,N
YX,N
YX,N
YX,U
WX,D
YX,R
ZX,U
XX,L
WX,D
YX,R
ZX,N
ZX,L
YX,R
ZX,U
XX,D
ZX,L
YX,N
YX,R
ZX,N
ZX,U
XX,L
WX,R
XX,D
ZX,N
ZX,L
YX,N
YX,U
WX,R
XZ,D
ZY,L
YY,R
ZY,L
YY,N
YY,R
ZY,L
YZ,N
YZ,N
YZ,N
YZ,U
WZ,N
WZ,R
XZ,L
WX,D
YX,R
ZX,U
XX,N
XZ,N
XZ,D
ZZ,L
YZ,R
ZZ,N
ZZ,N
ZZ,U
XZ,N
XY,D
ZZ,U
XZ,L
WX,R
XX,D
ZX,N
ZX,U
XX,L
WX,D
YX,U
WX,R
XX,N
XZ,N
XZ,N
XZ,L
WZ,N
WZ,D
YZ,N
YY,U
WY,N
WZ,D
YZ,U
WZ,D
YZ,R
ZZ,U
XZ,L
WZ,R
XZ,D
ZZ,L
YZ,R
ZZ,L
YZ,N
YZ,U
WZ,R
XZ,D
ZZ,N
ZZ,U
XZ,D
ZZ,U
XZ,D
ZZ,L
YZ,U
WZ,R
XZ,L
WZ,D
YZ,U
WZ,R
XZ,D
ZZ,U
XZ,D
ZX,L
YW,R
ZW,L
YW,N
YW,U
WW,N
WX,N
WX,R
XX,N
XX,L
WX,R
XX,N
XX,D
ZX,L
YX,N
YX,N
